date,label,category,title,mksa,content,harga yang dicari
9/2/2022,up,Finansial,Siasat Pemulihan Ekonomi Daerah,Intinya… Kementerian Keuangan RI keluarkan UU Hubungan Keuangan antara Pemerintah Pusat dan Pemerintah Daerah hal ini dipercaya mampu membantu akselerasi perekonomian daerah.,"Direktur Jenderal Perimbangan Keuangan (Dirjen PK) Kementerian Keuanga Astera Primanto Bhakti menyebut undang-undang Hubungan Keuangan antara Pemerintah Pusat dan Pemerintah Daerah dapat membantu akselerasi perekonomian daerah. “Untuk mengakselerasi perekonomian daerah, kita telah meiliki satu undang-undang yang namanya Hubungan Keuangan antara Pemerintah Pusat dan Pemerintah Daerah di mana di dalamnya ada agenda reformasi, yang tentunya di sini tujuannya adalah untuk bisa melakukan pemulihan dan keberlanjutan ekonomi nasional,” Astera Menjelaskan daerah memiliki peran strategis dalam mendukung reformasi perekonomian nasional dengan menjaga momentum pemulihan jangka pendek dan menengah. Hal ini dapat dilakukan dengan memperkuat sistem kesehatan dalam menghadapi potensi living with endemic, mendorong pemulihan daya beli masyarakat, khususnya yang memiliki pendapatan rendah, serta mengeliminasi scarring effect. Di sisi lain, dilakukan juga reformasi struktural melalui pembangunan infrastruktur, termasuk konektivitas dan tekonologi informasi, peningkatan kualitas suber daya manusia (SDM), serta pembukaan lapangan kerja yang berkualitas. Di samping reformasi struktural, pemerintah juga melakukan reformasi fisikal, mulai dari penganggaran, mengarah kepada zero based budgeting, reformasi belanja spending better, reformasi perpajakan, dan pembiyaan yang inovatif.",
10/2/2022,down,Finansial,Omicron Sudah Mulai Berdampak Pada Bisnis Perhotelan,Intinya… Omicron yang baru-baru ini melonjak sudah membuat bisnis perhotelan ketar-ketir. Pegawai yang asalnya sudah mulai masuk seperti biasa kini mulai dapat potongan jam kerja. Tamu hotel pun banyak yang membatalkan pemesanan kamar.,"“Sekitar 10%-20% masyarakat yang sudah melakukan pemesanan kamar hotel terpaksa membatalkan pesanannya dikarenakan merebaknya kembali varian terbaru dari Covid-19 yaitu Omicron” begitu yang dituturkan oleh Direktur Utama PT Hotel Indonesia Natour Iswandi Said. Menurutnya, pengunjung yang melakukan pembatalan mayoritas melakukan penjadwalan ulang tanggal pemesanan. Pengunjung hotel juga cenderung untuk menentukan pemesanan pada menit-menit akhir. Dengan kata lain, pemesanan hotel yang dilakukan jauh-jauh hari sampai saat ini belum ada yang melakukan pembatalan pemesanan. Ketua Umum Perhimpunan Hotel dan Restoran Indonesia (PHRI) Hariyadi Sukamdani juga menegaskan bahwa Omicron telah memberi tekanan lanjutan pada situasi pemulihan sektor usaha perhotelan. Ia mencontohkan situasi di DKI Jakarta yang tingkat okupansi hotel nya sempat di level 50%-55% kini kembali turun ke angka 40%. Untuk video selengkapnya bisa ditonton di sini. Sejalan dengan perkembangan varian Omicron tersebut, pegawai hotel di Puncak Bogor juga kena imbas dan kembali kerja separuh waktu. Menurut Wakil Ketua BPC PHRI Kabupaten Bogor Boboy Ruswandi jam kerja pegawai sudah mulai dikurangi. “Sekarang 10 hari kerja 10 hari libur” ujar Ruswandi. Boboy juga menuturkan bahwa langkah perusahaan hotel mengurangi waktu kerja ini demi menyelamatkan keuangan hotel. Hunian hotel yang dalam beberapa pekan terakhir mengalami penurunan hingga 70 persen tentu berpengaruh terhadap pengaturan biaya operasional hotel mulai dari listrik, internet, dan gaji pegawai. “Kalau dalam satu bulan kerjanya 15 hari berarti upah yang diterima sesuai 15 hari kerja dalam sebulan” ujar Ruswandi.",
11/2/2022,down,Finansial,"Ikut tren NFT, Anang Hermansyah kena masalah dengan Kementerian Perdagangan?","Intinya...Anang masuk ke dunia NFT dan digital dengan meluncurkan token kripto ASIX sebagai langkah awal. Responnya baik dan heboh di jagat maya. Namun, Bappebti bilang kalau ASIX sebenarnya tidak boleh diperdagangkan.","Belakangan ini dunia semakin ramai memperbincangkan NFT (Non-Fungible Token) atau token yang tidak dapat dipertukarkan. NFT adalah aset digital yang diperjualbelikan secara online dengan mata uang tertentu, dalam hal ini biasanya menggunakan aset kripto. Indonesia tidak mau kalah. Belum lama, linimasa dihebohkan dengan kehadiran Ghozali Everyday dengan NFT konsep selfie miliknya, yang berhasil membawa dirinya ke tangga kekayaan. Tidak mau ketinggalan dengan tren yang sedang marak di dunia dan ramai diperbincangkan di linimasa Indonesia, maka beberapa artis pun turut memeriahkan produk ini. Tak terkecuali dengan Anang Hermansyah. Penyanyi, produser, dan juga pebisnis ini dengan peka melihat peluang dan inovasi bisnis di dunia NFT. Untuk saat ini, Anang meluncurkan token kripto sebagai alat pembayarannya dengan nama ASIX. Namun, perjalanannya tidak semulus itu. Sebenarnya, ASIX mendapatkan respons yang cukup baik dari para investor aset kriptor sejak kali pertama diperjualbelikan ke publik pada 27 Januari 2022. Namun, Anang sepertinya harus menerima sedikit masalah dari Kementerian Perdagangan. Token ASIX tidak boleh diperdagangkan oken ASIX tidak diizinkan untuk diperjualbelikan oleh Kementerian Perdagangan melalui Badan Pengawas Perdagangan Berjangka Komoditi (Bappebti). “... Dapat kami sampaikan bahwa Token ASIX dilarang untuk diperdagangkan,” ungkap Bappebti melalui akun Twitter resminya (10/2/2022). Mengapa token kripto milik Anang tersebut dilarang untuk dijual? Ternyata, diketahui bahwa token kripto ASIX belum masuk ke dalam 299 aset kripto yang boleh diperdagangkan di Indonesia. Merujuk pada peraturan Bappebti no 7 tahun 2020, Anang perlu mendaftar dan masuk ke dalam list aset kripto yang boleh diperdagangkan di pasar fisik aset kripto. Dan perlu adanya penilaian dan persetujuan dari Bappebti. “... Kripto baru yang mau diperdagangkan harus masuk dalam daftar di peraturan tersebut setelah dilakukan penilaian oleh Bappebti bersama para pedagang kripto sesuai kriteria penilaian dan batas nilai dalam peraturan tersebut,” ujar Tirta selaku Kepala Biro Pembinaan dan Pengembangan Pasar Bappebti. Anang respons “teguran” Bappebti “... Saya tidak dagang di Indonesia.” Token kripto yang lagi hits dan ramai diperbincangkan ini secara tidak langsung “ditegur” oleh Bappebti. Ingin melindungi bisnisnya, Anang merespons pernyataan Bappebti terkait token ASIX yang tidak boleh diperjualbelikan ke publik. Ia mengungkapkan bahwa ASIX memang tidak dijual di Indonesia, sebab sejauh ini masih diperdagangkan di Binance dan Coingecko. ASIX siap melantai di Indodax eski sudah ramai diperbincangkan, ASIX sebenarnya belum diperbolehkan untuk dijual di Indonesia. Anang pun paham mengenai itu. Sebab, token ASIX sedang dalam pengurusan untuk melantai di exchanger kripto terbesar di Indonesia, Indodax. “Besok kita akan melakukan finalisasi pertemuan, karena sudah 3 kali pertemuan. … Mudah-mudahan besok ada finalisasi, Indodax sudah tidak ada problem dengan kita,” ucap Anang. Bila ASIX sudah berhasil menyelesaikan urusan dengan Indodax, Anang berharap token kripto miliknya bisa mendapat surat persetujuan dari Bappebti dan siap melantai di exchanger kripto terbesar di Indonesia tersebut. Seberapa lakunya token ASIX? Harga token ASIX sempat naik 25 kali lipat sejak dibuka ke publik pada pekan akhir Januari lalu. “Per tadi malam itu sempat naik 25 kali lipat dari launching,” ungkap Basyar selaku developer token ASIX, Minggu (6/2/2022). Bahkan, saat penjualan private, ASIX habis dibeli dalam waktu kurang dari 1 menit. Diborong rekan artis dan musisi Kepopuleran token kripto milik Anang ini pastinya tidak lepas dari partisipasi rekan artis dan musisi. Diketahui Kevin Aprilio membeli token ASIX sebesar Rp100 juta. Adik Atta Halilintar, Thariq mengaku turut membeli token ASIX sekitar 200 juta. Judika juga diketahui membeli 1 miliar token. Diketahui, bersamaan dengan token ASIX ini, Anang akan meluncurkan 3 proyek, di antaranya, game P2E atau pay to earn seperti game congklak, marketplace NFT, dan Nusantaraverse pada kuartal-III 2022.",asix
12/2/2022,down,Finansial,"OJK: lembaga keuangan, jangan dibantuin ya perdagangan aset crypto…",Intinya… OJK melarang lembaga keuangan untuk memfasilitasi kegiatan cryptocurrency serta himbauan dari OJK mengenai skema ponzi aset crypto yang harus diwaspadai.,"Lembaga jasa keuangan di Indonesia dilarang OJK untuk memfasilitasi segala aktivitas perdagangan cryptocurrency. Perbankan, asuransi, hingga multifinance dilarang untuk memasarkan dan atau memfasilitasi perdagangan aset crypto. ""OJK tegas larang lembaga jasa keuangan fasilitasi kripto. OJK dengan tegas telah melarang lembaga jasa keuangan untuk menggunakan, memasarkan, dan atau memfasilitasi perdagangan aset kripto,"" jelas Ketua Dewan Komisioner OJK, Wimboh Santoso, dalam unggahan Instagram OJK. Skema ponzi aset crypto harus lebih diwaspadai oleh masyarakat. Sesuai dengan himbauan OJK, resiko yang akan muncul dari hal tersebut juga harus dipahami karena aset crypto merupakan komoditi yang nilainya sangat fluktuatif. Tingkat literasi keuangan masyarakat Indonesia yang berkisar 38% tergolong masih rendah mempengaruhi kebijakan OJK. Deputi Komisioner Hubungan Masyarakat dan Logistik OJK Anto Prabowo menegaskan langkah OJK mengenai vulnerability aset crypto sudah sesuai dengan perhatian Internasional. ""Berkaitan dengan kegiatan usaha perbankan sudah jelas diatur dalam UU Perbankan yang boleh dan yang dilarang. Bank juga harus memahami (know your customer) agar tidak digunakan sebagai sarana kegiatan yang melanggar hukum seperti antara lain penipuan, kasus ponzi, pencucian uang. ""Beberapa pengawas sektor keuangan negara lain juga mengeluarkan respon terhadap cryptocurrency, diantaranya Singapore (Monetary Authority of Singapore), Uni Eropa (European Central Bank), India (Central Bank of India), Inggris (Bank of England), Rusia (The Russian Central Bank), Turki (Turkey Central Bank) dan China (People Bank of China).",crypto ?
13/02/2022,down,Finansial,Apa itu JHT dan JKN? Kenapa Diperdebatkan?,"Intinya… Baru-baru ini sedang trending di kalangan pekerja dan buruh soal kebijakan baru mengenai jaminan hari tua alias JHT yang biasa dimanfaatkan sebagai pesangon saat PHK, namun sekarang hanya bisa dicairkan saat usia pensiun 56 tahun. Program pengganti JHT ini adalah JKP (Jaminan Kehilangan Pekerja) yang bisa dicairkan sebelum pensiun dengan syarat dan ketentuan berlaku.","Jadi JHT atau jaminan hari tua adalah jaminan dana yang diberikan kepada pekerja yang sudah memasuki masa pensiun. Namun, sebelumnya pekerja atau buruh yang terancam kehilangan pekerjaan (PHK) bisa mencairkan dana tersebut sebagai pesangon. Kebijakan baru pemerintah mengatur pencairan dana jaminan hari tua (JHT) ketika pekerja memasuki usia pensiun 56 tahun atau meninggal dunia, atau cacat tetap. Hal tersebut yang memicu pro dan kontra terutama di kalangan pekerja dan buruh. Kebijakan pemerintah melalui BPJS Ketenagakerjaan menawarkan program baru, yakni Jaminan Kehilangan Pekerjaan (JKP). JKP adalah program ke-5 dari BPJS Ketenagakerjaan, setelah JHT, Jaminan Kematian, Jaminan Kecelakaan Kerja (JKK) dan Jaminan Pensiun. Yang membuat berbeda dengan empat program pendahulunya, JKP dikhususkan untuk peserta yang kehilangan pekerja maupun yang terkena pemutusan hubungan kerja (PHK). Untuk mendapatkan manfaat dari program ini, peserta perlu memenuhi persyaratan yang diberikan oleh BPJS Ketenagakerjaan. Dilansir dari laman resmi BPJSTK, berikut syarat-syarat yang perlu dipenuhi peserta: WNI Belum mencapai usia 54 tahun saat terdaftar menjadi peserta Pekerja pada Pemberi Kerja (PK) Badan Usaha (BU) Skala Usaha Menengah dan Besar yang sudah mengikuti 4 Program (JKK, JKM, JHT, dan JP) Pekerja pada PK atau BU Skala Kecil dan Mikro dengan minimal ikut 3 program (JKK, JKM dan JHT) Terdaftar sebagai Pekerja Penerima Upah pada Badan Usaha Program JKN BPJS Kesehatan",
14/02/2022,up,Finansial,Selamat hari Senin! siap kembali berinvestasi?,"Intinya… Untuk pekan ini memang kita perlu berhati-hati karena pekan lalu IHSG ditutup melemah tipis, namun bukan berarti kita mesti pesimis!","Memang Indeks Harga Saham Gabungan (IHSG) ditutup melemah 0,12% di level 6.815,61 pada perdagangan hari Jumat (11/02) kemarin. Pada pekan lalu, indeks juga bergerak konstan, dengan nilai transaksi 11.4 Triliun Rupiah. Walaupun terjadi pelemahan, pihak asing tetap cukup tertarik ke pasar lokal. Terbukti dengan net buy yang cukup tinggi dengan net buy sebesar 783 Miliar Rupiah. TLKM dan BMRI paling banyak diminati, sementara ANTM dan UNVR paling banyak dilepas asing. Hasil rangkuman ini dan gambar diatas dirangkum oleh CNBC Finance. Aliran asing yang cukup deras ini mencetak rekor tertinggi sepanjang sejarah IHSG bahkan sebanyak 3 kali. Aliran modal asing yang besar masuk ke dalam negeri menjadi salah satu faktor yang mendongkrak kinerja IHSG, selain juga data-data ekonomi dari dalam negeri. Sepanjang pekan ini, investor asing tercatat melakukan beli bersih (net buy) tercatat sebesar 7,05 triliun di pasar reguler, dan jika ditambah pasar tunai dan nego totalnya menjadi lebih dari Rp 7,6 triliun. Nilai transaksi tercatat lebih dari Rp 68 triliun. IHSG bahkan masih mampu menguat meski bank sentral Amerika Serikat (The Fed) diperkirakan akan menaikkan suku bunga 50 basis poin bulan depan pasca rilis data inflasi yang melesat 7,5% year-on-year (yoy). Minggu lalu, BI juga melaporkan tingkat keyakinan konsumen yang semakin optimistis di awal tahun ini. Ketika konsumen semakin optimistis, maka belanja akan semakin meningkat dan pada akhirnya memacu pertumbuhan ekonomi. Jadi, sudah cukup optimis untuk minggu ini? Bagus! Namun mari kita melihat fakta bahwa kenaikan positif ini juga banyak berasal dari sentimen asing. Selamat menyesuaikan portofolio dan semoga cuan!",ihsg ?
16/02/2022,down,Finansial,"Ancaman perang, ekonomi Indonesia masih aman?",Intinya… Ancaman perang Rusia-Ukraina masih menjadi perhatian investor global karena dikhawatirkan akan menekan nilai tukar.,"Menteri Keuangan Republik Indonesia Sri Mulyani turut menyoroti kondisi geopolitik yang memanas belakangan ini antara Rusia dan Ukraina. Bendahara negara tersebut mengkhawatirkan konflik kawasan itu dapat memicu perang dunia ke III karena menyeret Amerika Serikat (AS) dan Eropa. Jika Kondisi ini terus terjadi, maka bisa mempengaruhi harga komoditas khususnya energi. Indonesia sebagai pengimpor bahan bakar minyak akan terkena imbas cukup berat dari sisi Anggaran Pendapatan Belanja Negara (APBN). Ancaman perang Rusia-Ukraina tak hanya akan berimbas kepada sektor komoditas. Namun, hal ini juga ditakutkan oleh para investor yang mengkhawatirkan akan menekan nilai tukar hingga peningkatan netflow asing yang akan berimbas pada tekanan di pasar keuangan. Seperti analisis terhadap daya tahan pasar keuangan di tengah tekanan sentimen perang dunia, omicron hingga kebijakan moneter The Fed.",bahan bakar minyak
17/02/2022,down,Finansial,Skenario finansial jika perang dunia ketiga benar-benar terjadi,"Intinya… Pasca penarikan pasukan Rusia dari Ukraina, harga minyak langsung anjlok 3,6 persen menjadi 92,07 per barrel. Ini tentu kabar yang buruk bagi dunia bisnis mengingat tren positif beberapa bulan kebelakang. Di satu sisi ini juga kabar yang baik mengingat harga minyak bisa melambung tinggi jika perang terjadi.","Bagi anda yang sudah familiar dengan video game bergenre perang modern atau mendekati masa depan seperti serial Battlefield atau Call of Duty pasti sudah hafal dengan alur cerita single player nya yang selalu nampak heroik. Anda sebagai tokoh utama yang membela kebenaran dan berusaha menumpas musuh-musuh jahat (yang sebagian besar selalu menempatkan pihak Amerika sebagai pahlawan). Dalam misi-misi awal game selalu terlihat adanya pertikaian pihak-pihak atas dan politisi yang berbuah perang. Pertikaian itulah yang baru saja terjadi antara Rusia dan Ukraina. Perang mungkin bisa saja terjadi jika Pak Putin tidak menarik pasukannya dan meningkat ke eskalasi internasional. Apakah sebenarnya ada ‘tokoh utama’ yang sudah jadi pahlawan seperti di video game ‘rutin’ yang anda mainkan sepulang sekolah dahulu? Semoga saja dia sudah diberi medali ya. Cukup intermezzo cerita nya. Dalam segi finansial sendiri secara historis perang memang bisa menghancurkan semua sendi kehidupan suatu negara. Mari kita mulai bicara tentang perang dunia kesatu. Beberapa hal penting yang terjadi di dunia ekonomi selama masa 1914-1918 antara lain: Kepanikan finansial di jual beli saham Penurunan harga saham. Pendanaan yang fokus pada mesin-mesin perang. Inflasi yang meroket. Lalu bagaimana dengan krisis-krisis lain seperti perang dunia kedua atau kejadian 9/11? Kurang lebih poin nomor satu dan dua selalu terjadi jika adanya ketidakstabilan kondisi dunia. Perang tidak melulu berdampak negatif. Dalam sejarahnya perang dunia kedua membantu Amerika Serikat meningkatkan lapangan pekerjaan dan mem­-boost ekonomi mereka pasca Great Depression. Tentu ini juga terjadi karena perang dunia kedua tidak terjadi di tanah Amerika, mereka pergi dan membantu sekutu untuk memenangkan perang. Masuk ke masa kini ketika konflik Rusia dan Ukraina semakin menuju eskalasi global. Rusia yang merupakan salah satu negara eksportir minyak tentu bisa membuat dunia ketar-ketir. Pasalnya harga minyak akan meroket naik jika perang terjadi (yang sebagian besar akan difokuskan untuk pendanaan mesin perang dan embargo kepada negara-negara musuh Rusia). Kondisi ini tentu akan berdampak global dan bisa membahayakan sektor-sektor industri kita, apalagi jika berbicara soal harga kebutuhan pokok. Mungkin yang masih ingat waktu dahulu zaman Pak SBY menaikkan harga BBM Premium dan semua harga-harga perlahan naik paham akan situasi ini. Terlepas dari cerita tersebut, beberapa aset penting yang bisa diamankan jika perang terjadi atau ada ketidakstabilan harga antara lain: Emas dan perak (safe heaven asset). Emas sendiri merupakan aset yang stabil dan dilirik investor jika ada ketidakstabilan pasar. Tidak selamanya saham juga menjadi opsi yang buruk, saham batu bara bisa menjadi solusi khususnya jika sahamnya fokus di pasar ekspor. Namun ini pun masih di ambang batas asumsi. Logika lain yang muncul jika komoditas perak naik, maka harga sahamnya pun akan naik. Mesin-mesin perang yang butuh tingkat manufaktur yang tinggi juga membutuhkan batu bara sebagai bahan bakarnya. Analisis pakar keuangan secara lengkap dapat dilihat di sini. Namun semua skenario ini tidak akan terjadi jika perang nuklir yang berkecamuk, malah bisa-bisa kita hidup seperti di Metro 2033 hahaha.",minyak
18/02/2022,up,Finansial,Indomaret timbun minyak goreng?,"Intinya...Di tengah kelangkaan minyak goreng ini, Indomaret, selaku ritel minimarket besar di Indonesia, justru diduga menimbun minyak goreng. Namun, ternyata bukan ditimbun, melainkan untuk keperluan dagangan mereka.","Sebagai salah satu ritel minimarket waralaba besar di Indonesia, Indomaret justru dicurigai menimbun minyak goreng di tengah kelangkaan bahan pokok yang satu itu. Kok bisa? Bagaimana awal mulanya? Jadi, peristiwa ini dimulai dari isu kelangkaan minyak goreng di masyarakat. Kelangkaan ini hampir dirasakan oleh seluruh lapisan masyarakat Indonesia, dari yang berada di kota-kota besar hingga kota tier di bawahnya. Hal tersebut lah yang menggerakan Satuan Polisi Praja (Pol PP), Dinas Perindag, dan DPRD Pringsewu untuk melakukan inspeksi dadakan (sidak) di Jalan Jendral Sudirman, Pringsewu, Lampung. Sidak dilakukan pada 14 Februari 2022. Ada puluhan liter minyak goreng yang dicurigai ditimbun Indomaret Dalam sidak yang dilakukan DPRD Pringsewu, Pol PP, dan Dinas Perindag, ditemukan total 66 liter minyak goreng dari gerai Indomaret. Sebanyak 32 liter ditemukan untuk stok toko Jenderal Sudirman dan 22 liter stok toko Jalan Ahmad Yani. Bukan ditimbun, ternyata untuk goreng ayam dagangannya Roy N Mandey, selaku Ketua Asosiasi Peritel Indonesia (Aprido) menyangkal tuduhan penimbunan minyak goreng yang dilayangkan ke Indomaret. Dirinya mengatakan bahwa stok yang ditemukan di dapur gerai Indomaret adalah minyak goreng untuk produksi dagangan Indomaret, yakni Yummy Fried Chicken dari Indomaret Plus. “Yang ditemukan itu bukan penimbunan, tetapi stok minyak goreng untuk usahanya Indomaret Plus yang menjual ayam goreng untuk konsumennya,” terang Roy (15/2/2022). PT Indomarco Prismatama (Indomaret Group) pun mengeluarkan pernyataan yang senada. Melalui Direktur Marketing, Darmawi Alie, pihak Indomaret memberikan penjelasan senada dengan Roy, bahwa minyak goreng tersebut adalah bahan untuk kebutuhan produksi dagangan mereka. Darmawi menerangkan bahwa selain menjual barang pokok, Indomaret turut memenuhi kebutuhan masyarakat Indonesia dengan penyediaan makanan siap saji, seperti Yummy Fried Chicken. “Produk siap saji ini membutuhkan bahan baku minyak goreng. Dan produk yang disimpan di dekat dapur area gerai tidak dijual karena peruntukannya untuk menggoreng ayam Yummy Fried Chicken,” jelas Darmawi (15/2/2022). Nggak akan menimbun, sebab … “Gudang di gerai Indomaret sangat terbatas sehingga tidak mungkin ada penimbunan. Dan kami tidak terbesit sedikitpun untuk menahan minyak goreng,” ungkap Darmawi. “Dalam berusaha (berdagang), kami tetap konsisten mendukung kebijakan minyak goreng pemerintah dan sesuai arahan Aprindo,” tutupnya.",minyak goreng
19/02/2022,down,Finansial,Bank Dunia menghabiskan dana Rp 2.245 triliun untuk tangani COVID-19,"Intinya… Bank Dunia mengeluarkan dana hingga 2.245 Triliun Rupiah yang digunakan untuk tujuan mengatasi pandemi baik dari sisi kesehatan, sosial, maupun ekonomi di negara-negara berkembang. Malpass mengatakan bahwa penyaluran dana tersebut merupakan pertumbuhan tercepat dan terbesar sepanjang sejarah Bank Dunia.","Bank Dunia mengeluarkan dana hingga 157 Miliar Dollar AS atau setara dengan dengan 2.245 Triliun Rupiah (kurs Rp14.300/USD) dalam penanganan pandemi COVID-19. Presiden Bank Dunia, David Malpass, mengatakan dana itu digunakan untuk mengatasi pandemi baik dari sisi kesehatan, sosial, maupun ekonomi di negara-negara berkembang. Bantuan dana ini digunakan untuk tujuan mengevaluasi kesenjangan kapasitas kesehatan, membiayai sistem kesehatan, mengamankan vaksin, dan mengakselerasi vaksin di negara-negara termiskin. “Bank Dunia (menyalurkan) senilai 157 Miliar Dollar AS terhadap COVID-19 belum pernah terjadi sebelumnya. Itu adalah pertumbuhan tercepat dan terbesar dalam sejarah kami,” kata Malpass dalam High-Level Seminar 1st FMCBG G20 Indonesia, Kamis (17/2/2022). Malpass juga mengatakan bahwa pembiayaan dari Bank Dunia sampai pekan lalu telah membantu 67 negara untuk membeli vaksin sebanyak lebih dari setengah miliar dosis dan memperkuat sistem kesehatan. Penguatan sistem kesehatan ini meliputi pelatihan tenaga kerja, kampanye, logistik, peningkatan kesadaran publik, paket pengujian dan penyediaan jarum suntik. Pembiayaan tersebut juga diarahkan untuk melindungi orang miskin dan rentan, mendukung bisnis, melakukan pelatihan kerja guna mendukung pemulihan ekonomi yang lebih luas. “Kesiapsiagaan dan pembangunan untuk masa depan merupakan inti dari misi Bank Dunia melalui proyek-proyek kesehatan yang komprehensif,” ujar Malpass. Dia juga menegaskan bahwa Bank Dunia bekerja untuk memperkuat sistem kesehatan di lebih dari 100 negara dengan portofolio aktif senilai total 30 Miliar dollar AS. Malpass juga mengatakan, IFC secara aktif membantu memperluas produksi vaksin pasar negara berkembang terutama di Afrika. Selain itu, Bank Dunia juga telah bekerja sama dengan mitra internasional dan regional seperti UNICEF, WHO, Gavi, Covax, Uni Afrika dan PAHO. Malpass juga menjelaskan bahwa pihaknya telah mendukung 16 negara di Afrika Tengah dan barat dengan pembiayaan dari International Development Association (IDA) dan International Bank for Reconstruction and Development (IBRD). “Kami juga mendukung Africa Centres for Disease Control and Prevention (Africa CDC) yang dibentuk setelah terjadinya krisis Ebola,” jelas Malpass.",
20/02/2022,up,Finansial,Udah Siap Belum Nih Makan Tanpa Tempe dan Tahu?,Intinya... Pada 21-23 Februari 2022 sebanyak 4500 produsen tahu dan tempe akan melakukan aksi mogok produksi sebagai bentuk protes mahalnya harga kedelai. Harga kedelai di kalangan perajin mencapai Rp11.300 per kg.,"Seperti yang kita ketahui beberapa waktu lalu udah banyak desas desus mengenai banyaknya perajin tempe dan tahu yang gulung tikar karena harga kedelai yang mencekik. Kemendag memperkirakan kenaikan kemungkinan terjadi sampai Mei 2022 ke level US$15,79 usd per bushel. Harga itu kemungkinan baru turun pada Juli mendatang dan itu pun tak signifikan. Ketua Umum Gabungan Koperasi Produsen Tempe Tahu Indonesia (Gakoptindo) Aip Syarifuddin menyatakan para perajin tahu dan tempe akan mogok produksi pada 21-23 Februari 2022. Ketua Puskopti DKI Jakarta Sutaryo menjelaskan aksi itu dilakukan sebagai bentuk protes mahalnya harga kedelai. Ia menyebut harga kedelai mencapai Rp11.300 per kg. Aksi rencananya akan diikuti oleh 4.500 produsen tahu dan tempe. Terdapat dua tuntutan yang ingin disampaikan para perajin tahu dan tempe melalui aksi tersebut. ""Tuntutannya pertama stabilitas harga, kedua turunkan harga. Karena dengan harga tinggi, pembeli tempe dan tahu lemah (daya beli)."" kata Ketua Puskopti DKI Jakarta, Rabu (16/2) lalu. Pihaknya juga akan mengeluarkan pernyataan produsen tempe dan tahu di Jakarta yang akan menaikkan harga jual selepas 23 Februari 2022 untuk menutup ongkos produksi. Hal ini dilakukan sebagai pilihan terakhir karena kenaikan harga kedelai impor yang membanjiri pasaran tidak kunjung turun. Dirjen Perdagangan Dalam Negeri Oke Nurwan mengatakan kenaikan harga di level internasional itu berdampak ke Indonesia karena 80 persen kebutuhan kedelai di dalam negeri yang salah satunya untuk tahu tempe, didatangkan dari impor. Anggota Komisi VI DPR RI sampai mengusulkan pemerintah untuk membuat kebijakan ""out of the box"" seperti menawarkan barter komoditas kedelai dengan batu bara dari Indonesia kepada negara pengekspor kedelai. Gimana menurut teman-teman kalau batu bara kita dibarter sama kedelai? Semoga kedepannya kita tidak cuma mengandalkan kedelai impor untuk produksi tempe dan tahu ya. Peluang untuk mengurangi impor kedelai bisa saja dikurangi jika produksi kedelai dalam negeri juga bisa memenuhi kebutuhan dalam negeri dengan harga yang bisa bersaing di pasaran.",kedelai
21/02/2022,up,Finansial,"Modal Asing Masuk Rp10,81 T Pekan lalu. Pertanda asing masih percaya?","Intinya... Bank Indonesia (BI) mencatat aliran modal asing masuk (capital inflow) ke pasar keuangan domestik sebesar Rp10,81 triliun pekan kemarin. Dua pekan lalu hal yang sama juga terjadi. Ini menjadi pertanda bahwa masih banyak pihak yang percaya pasar Indonesia akan kembali menguat!","Pada 14 sampai 17 Februari 2022 kemarin, Bank Indonesia (BI) mencatat aliran modal asing masuk ke pasar keuangan domestik sebesar Rp10,81 Triliun. Hal ini berpengaruh terhadap tingkat premi risiko Credit Default Swaps (CDS) Indonesia lima tahun naik dari 95,51 basis poin (bps) per 11 Januari 2022 menjadi 96,93 bps per 17 Februari 2022. Menanggapi potensi yang ada, Lebih lanjut, BI dan pemerintah juga akan memperkuat langkah-langkah koordinasi kebijakan lanjutan yang perlu ditempuh untuk menjaga stabilitas makro ekonomi dan sistem keuangan, termasuk menopang pertumbuhan ekonomi Indonesia tetap baik dan berdaya tahan. Selain itu, dinamika pandemi COVID-19 juga dipantau secara cermat. Belajar dari pengalaman, bahkan perekonomian nyaris lumpuh ketika berbagai pihaknya belum dapat mengendalikan penyebaran pandemi dan meningkatkan resiko kegiatan ekonomi kepada individu pelakunya. Walaupun mulai minggu depan (1 Maret 2022) seluruh transaksi saham, reksa dana, obligasi, dan instrumen investasi di pasar modal dengan nilai di atas 10 juta Rupiah akan dikenakan bea meterai 10 ribu, tidak menyurutkan niat investasi para penanam modal. Terlihat dari masih menggeliatnya pasar. Kemungkinan juga ini karena pasar akhir-akhir ini sedang banyak kemasukan modal asing. Sehingga pasar tetap terlihat hidup dan memicu pelaku pasar lokal untuk tetap bergerak. Jadi sebelum 1 Maret dimana instrumen investasi bernilai di atas 10 juta dikenakan meterai, kita bisa bersiap di satu minggu ke depan. Namun jangan lupa bergerak cepat! Jangan sampai ketinggalan dan tetap hati-hati melihat emiten. Minggu lalu sektor energi terlihat baik namun masih tidak begitu stabil, naik turun. Sehingga mungkin ada baiknya pembelian kita di minggu ini disebar ke beberapa sektor. Semoga cuan!",
